date,city,temp_max_c,temp_min_c,temp_avg_c,precipitation_mm,solar_radiation_mj_m2,wind_max_m_s,wind_avg_m_s
2019-01-08,서울,-0.5,-7.3,-4.4,0.0,10.49,24.5,14.9
2019-01-08,인천,-0.2,-6.4,-3.2,0.0,10.56,28.3,18.4
2019-01-09,대구,2.7,-6.8,-2.7,0.0,9.69,18.0,6.1
2019-01-09,부산,4.6,-6.0,-1.0,0.0,9.85,22.4,9.7
2019-01-09,서울,-1.6,-9.3,-6.3,0.0,9.01,14.0,5.9
2019-01-09,인천,-2.5,-8.3,-5.8,0.0,8.95,20.6,8.6
2019-01-10,대구,4.7,-2.5,0.9,0.0,10.92,23.1,13.3
2019-01-10,부산,6.9,-1.9,1.7,0.0,10.41,17.3,11.2
2019-01-10,서울,2.8,-5.8,-2.5,0.0,9.43,17.5,6.6
2019-01-10,인천,2.5,-4.9,-1.3,0.0,9.6,13.0,6.4
2019-01-11,대구,7.7,-3.9,1.3,0.0,11.08,8.8,5.9
2019-01-11,부산,9.1,-3.5,2.7,0.0,10.48,24.9,10.4
2019-01-11,서울,4.4,-4.2,-0.5,0.0,9.53,8.7,4.6
2019-01-11,인천,4.8,-3.7,0.4,0.0,9.62,10.1,5.5
2019-01-12,대구,6.7,-1.0,2.8,2.7,4.68,10.7,6.2
2019-01-12,부산,7.8,2.7,4.4,6.8,5.03,11.7,9.4
2019-01-12,서울,6.0,-3.3,0.5,0.0,9.18,10.8,5.9
2019-01-12,인천,5.2,-2.5,0.9,0.0,9.12,14.5,6.8
2019-01-13,대구,8.8,-2.6,1.7,0.0,11.41,12.0,8.2
2019-01-13,부산,8.2,-2.0,2.8,0.0,4.07,11.7,8.3
2019-01-13,서울,5.8,-5.1,-1.2,0.0,10.64,10.8,6.5
2019-01-13,인천,4.2,-5.1,-1.2,0.0,10.76,13.3,7.8
2019-01-14,대구,8.4,-3.0,1.9,0.0,10.92,10.5,6.5
2019-01-14,부산,9.7,-4.8,2.2,0.0,11.59,11.8,7.5
2019-01-14,서울,5.0,-5.2,-1.0,0.0,8.99,9.3,5.9
2019-01-14,인천,4.6,-3.6,0.0,0.0,9.04,9.3,6.3
2019-01-15,대구,7.2,-2.6,1.6,0.0,11.2,22.4,15.6
2019-01-15,부산,8.4,-2.6,2.2,0.0,11.78,22.2,10.9
2019-01-15,서울,0.9,-7.8,-2.6,0.0,7.94,24.1,13.3
2019-01-15,인천,1.4,-6.3,-1.5,0.0,7.37,29.3,16.0
2019-01-16,대구,1.3,-7.4,-3.6,0.0,12.11,21.3,14.5
2019-01-16,부산,2.5,-6.8,-2.6,0.0,12.51,28.3,17.3
2019-01-16,서울,-2.7,-9.6,-6.3,0.0,9.77,16.2,10.3
2019-01-16,인천,1.4,-8.5,-4.7,0.1,9.91,21.2,15.5
2019-01-17,대구,3.8,-4.1,0.1,0.0,6.62,24.6,15.6
2019-01-17,부산,5.0,-3.8,-0.2,0.0,11.92,22.0,16.7
2019-01-17,서울,2.5,-4.8,-1.5,0.0,11.15,19.7,10.7
2019-01-17,인천,2.5,-2.3,0.5,0.0,11.25,23.7,16.0
2019-01-18,대구,7.3,-2.6,1.6,0.0,12.05,14.3,9.9
2019-01-18,부산,7.7,-3.2,1.6,0.0,12.37,18.1,11.8
2019-01-18,서울,4.5,-6.1,-1.7,0.0,11.03,12.6,5.6
2019-01-18,인천,3.7,-5.8,-1.2,0.0,11.1,7.9,5.3
2019-01-19,대구,9.2,-2.1,3.5,0.0,10.89,6.9,4.3
2019-01-19,부산,9.9,-3.2,3.2,0.7,11.1,11.8,7.2
2019-01-19,서울,6.7,-3.2,0.9,0.0,8.01,11.9,6.3
2019-01-19,인천,6.8,-1.5,2.6,0.0,8.44,13.2,7.6
2019-01-20,대구,5.0,-2.7,2.3,0.2,12.3,26.7,17.1
2019-01-20,부산,6.9,-1.4,3.5,0.9,12.43,23.2,14.4
2019-01-20,서울,0.2,-6.4,-2.4,0.0,11.64,24.7,16.9
2019-01-20,인천,3.0,-4.9,-1.4,0.0,11.74,27.3,21.0
2019-01-21,대구,6.5,-5.0,0.0,0.0,12.39,21.1,15.8
2019-01-21,부산,6.8,-4.7,0.2,0.0,12.77,22.9,16.5
2019-01-21,서울,4.0,-6.7,-2.1,0.0,6.34,28.9,13.2
2019-01-21,인천,4.2,-4.4,0.2,0.0,5.8,30.4,17.5
2019-01-22,대구,8.6,-2.8,2.1,0.0,12.44,12.6,8.9
2019-01-22,부산,7.7,-3.8,1.5,0.0,12.79,13.4,8.6
2019-01-22,서울,5.5,-4.2,-0.5,0.0,10.81,19.3,9.2
2019-01-22,인천,5.3,-3.3,1.7,0.0,10.62,18.6,11.0
2019-01-23,대구,9.8,-3.5,2.3,0.0,12.44,21.9,11.7
2019-01-23,부산,9.8,-2.5,2.7,0.0,12.83,15.9,9.0
2019-01-23,서울,6.1,-4.1,-0.3,0.0,11.68,22.4,12.2
2019-01-23,인천,5.4,-2.0,1.5,0.0,11.77,22.2,14.1
2019-01-24,대구,7.1,-5.0,0.5,0.0,13.0,12.4,8.0
2019-01-24,부산,8.4,-4.4,1.3,0.0,13.02,13.6,9.4
2019-01-24,서울,3.8,-6.9,-2.8,0.0,11.96,11.6,6.2
2019-01-24,인천,1.9,-4.7,-2.0,0.0,12.11,14.2,8.6
2019-01-25,대구,5.1,-3.5,0.2,0.0,10.53,22.7,14.0
2019-01-25,부산,6.8,-3.0,1.2,0.0,9.72,18.2,13.1
2019-01-25,서울,1.5,-6.1,-3.1,0.0,12.16,24.9,13.3
2019-01-25,인천,1.5,-4.1,-2.0,0.0,12.23,27.3,16.3
2019-01-26,대구,2.8,-5.6,-2.3,0.0,13.31,18.8,14.4
2019-01-26,부산,3.2,-5.4,-1.7,0.0,13.6,23.8,18.3
2019-01-26,서울,0.6,-7.2,-4.0,0.0,12.45,19.4,13.4
2019-01-26,인천,1.0,-6.6,-3.2,0.0,12.55,26.0,17.4
2019-01-27,대구,6.8,-5.5,-0.7,0.0,13.32,12.8,9.4
2019-01-27,부산,7.1,-6.2,-0.4,0.0,13.77,15.5,11.0
2019-01-27,서울,3.5,-7.2,-1.9,0.0,11.42,17.3,7.5
2019-01-27,인천,3.7,-6.2,-0.5,0.0,11.46,20.4,10.5
2019-01-28,대구,7.6,-2.8,2.0,0.0,11.16,28.2,14.8
2019-01-28,부산,8.3,-3.0,1.9,0.0,12.58,25.4,12.5
2019-01-28,서울,2.5,-4.8,-0.1,0.5,12.45,24.5,16.2
2019-01-28,인천,4.3,-3.2,1.1,0.2,12.55,27.2,20.8
2019-01-29,대구,7.9,-5.9,0.6,0.0,13.47,8.4,5.6
2019-01-29,부산,7.9,-6.4,0.9,0.0,13.48,15.0,7.9
2019-01-29,서울,3.8,-7.1,-2.8,0.0,12.3,11.0,6.0
2019-01-29,인천,2.1,-5.9,-2.2,0.0,12.56,10.4,6.7
2019-01-30,대구,10.1,-1.6,4.0,0.0,12.15,13.7,9.1
2019-01-30,부산,10.4,-3.0,3.6,0.0,13.35,12.3,8.0
2019-01-30,서울,6.2,-4.2,-0.3,0.0,11.16,14.6,6.4
2019-01-30,인천,4.8,-2.9,0.3,0.0,11.24,12.8,6.4
2019-01-31,대구,3.9,-4.3,0.6,6.5,3.67,17.6,13.3
2019-01-31,부산,5.1,-4.3,1.1,9.8,2.65,18.9,12.7
2019-01-31,서울,-0.8,-6.7,-2.9,0.0,6.54,16.7,13.3
2019-01-31,인천,0.6,-5.3,-2.4,0.0,6.58,21.4,17.7
2019-02-01,대구,4.9,-6.3,-1.5,0.0,13.91,21.5,15.2
2019-02-01,부산,5.1,-6.6,-1.8,0.0,14.55,26.0,18.3
2019-02-01,서울,2.0,-7.5,-3.2,0.0,12.43,22.7,9.9
2019-02-01,인천,2.5,-5.5,-1.7,0.0,12.39,21.6,11.3
2019-02-02,대구,8.3,-4.6,1.1,0.0,13.9,10.2,7.1
2019-02-02,부산,6.7,-5.9,0.3,0.0,14.49,13.4,7.4
2019-02-02,서울,6.1,-4.2,-0.0,0.0,8.96,13.7,9.6
2019-02-02,인천,6.4,-1.9,1.4,0.0,9.99,17.0,12.4
2019-02-03,대구,13.8,3.0,7.5,6.7,4.32,21.4,8.9
2019-02-03,부산,13.9,2.5,9.7,17.3,3.89,21.4,14.2
2019-02-03,서울,6.0,0.7,3.0,14.2,1.61,19.4,12.5
2019-02-03,인천,5.9,1.8,3.8,13.5,2.27,24.8,16.3
2019-02-04,대구,6.5,-1.4,2.7,0.0,14.04,23.8,16.4
2019-02-04,부산,7.2,-0.6,3.8,0.0,14.63,22.8,14.0
2019-02-04,서울,1.9,-6.1,-2.2,0.0,13.21,20.9,12.6
2019-02-04,인천,1.5,-4.8,-1.2,0.0,13.31,24.7,14.1
2019-02-05,대구,10.5,-4.4,3.0,0.0,14.07,10.2,4.4
2019-02-05,부산,9.2,-4.8,2.6,0.0,14.54,8.5,5.7
2019-02-05,서울,8.6,-5.7,0.7,0.0,13.09,15.5,8.5
2019-02-05,인천,8.2,-3.2,1.3,0.0,13.19,16.7,10.8
2019-02-06,대구,13.5,0.8,6.6,0.0,13.69,9.0,5.1
2019-02-06,부산,12.8,-0.8,5.8,0.0,14.32,12.1,6.9
2019-02-06,서울,9.8,-3.7,2.5,0.0,12.12,18.1,7.2
2019-02-06,인천,8.2,-0.6,4.1,0.1,11.92,13.2,8.9
2019-02-07,대구,6.2,-4.1,2.8,0.0,8.96,24.6,14.5
2019-02-07,부산,8.1,-1.9,4.0,0.3,8.69,24.3,12.9
2019-02-07,서울,4.2,-8.8,-2.6,0.4,14.02,24.5,17.2
2019-02-07,인천,4.3,-8.1,-2.4,0.2,14.12,28.6,21.4
2019-02-08,대구,3.8,-6.8,-2.2,0.0,14.23,15.5,8.0
2019-02-08,부산,5.7,-5.1,-0.3,0.0,13.37,18.9,10.8
2019-02-08,서울,-2.2,-10.6,-6.8,0.0,12.8,14.3,9.5
2019-02-08,인천,-2.0,-10.1,-6.3,0.0,12.98,21.5,13.5
2019-02-09,대구,1.7,-4.1,-1.7,0.0,14.91,25.2,14.1
2019-02-09,부산,2.8,-2.7,-0.2,0.0,14.51,25.8,14.7
2019-02-09,서울,-2.2,-7.8,-5.7,0.0,14.52,20.4,13.8
2019-02-09,인천,-2.2,-6.6,-5.0,0.0,14.58,22.2,18.3
2019-02-10,대구,4.7,-6.1,-0.8,0.0,9.47,14.0,6.2
2019-02-10,부산,5.6,-5.1,0.7,0.6,6.93,14.8,9.4
2019-02-10,서울,-0.6,-8.2,-5.0,0.0,10.68,12.3,6.4
2019-02-10,인천,-1.7,-6.8,-4.4,0.0,10.72,16.4,10.3
2019-02-11,대구,3.4,-4.6,-1.1,0.0,15.34,23.3,15.0
2019-02-11,부산,4.1,-3.9,0.2,0.1,15.51,24.6,16.5
2019-02-11,서울,1.4,-7.3,-3.8,0.0,14.57,18.0,10.6
2019-02-11,인천,1.1,-5.1,-2.6,0.0,14.57,20.9,14.7
2019-02-12,대구,5.3,-5.5,-0.5,0.0,14.53,11.0,6.9
2019-02-12,부산,6.4,-4.0,0.7,0.0,15.42,17.9,10.9
2019-02-12,서울,3.1,-6.1,-2.1,0.0,13.35,13.8,6.6
2019-02-12,인천,2.5,-5.3,-1.4,0.0,13.23,14.4,7.4
2019-02-13,대구,5.7,-4.4,0.5,0.0,15.56,18.2,10.1
2019-02-13,부산,6.8,-2.8,1.6,0.0,15.82,16.3,10.8
2019-02-13,서울,1.7,-6.8,-3.3,0.0,14.71,19.4,10.7
2019-02-13,인천,1.5,-5.3,-2.6,0.0,14.71,18.5,13.7
2019-02-14,대구,6.1,-2.8,1.1,0.0,8.96,18.4,8.8
2019-02-14,부산,6.3,-1.9,2.2,0.0,9.0,15.0,10.4
2019-02-14,서울,3.6,-6.4,-2.8,0.0,13.78,11.9,5.6
2019-02-14,인천,2.0,-5.8,-2.6,0.0,13.77,14.8,7.6
2019-02-15,대구,8.0,-1.4,2.6,0.0,8.52,18.8,8.7
2019-02-15,부산,9.6,1.6,4.6,0.0,9.8,14.2,8.6
2019-02-15,서울,1.2,-3.2,-1.2,0.8,8.41,18.8,9.4
2019-02-15,인천,1.5,-2.2,-0.5,1.2,8.58,25.8,11.4
2019-02-16,대구,3.3,-3.5,0.1,0.0,13.64,21.1,14.9
2019-02-16,부산,4.7,-2.2,1.3,0.0,15.7,21.9,13.1
2019-02-16,서울,1.2,-6.3,-3.1,0.0,15.23,14.5,11.9
2019-02-16,인천,0.4,-4.8,-2.4,0.0,15.27,19.9,16.6
2019-02-17,대구,6.2,-5.7,-0.5,0.0,16.56,16.3,11.7
2019-02-17,부산,6.3,-4.6,0.0,0.0,16.82,19.1,12.7
2019-02-17,서울,3.6,-7.8,-3.4,0.0,15.68,16.2,9.2
2019-02-17,인천,1.8,-4.8,-1.8,0.0,15.7,19.2,12.6
2019-02-18,대구,10.2,-4.3,2.9,0.0,12.41,11.6,5.5
2019-02-18,부산,9.2,-4.2,2.6,0.2,11.11,11.6,6.4
2019-02-18,서울,5.6,-6.3,-1.1,0.0,11.56,11.5,5.1
2019-02-18,인천,4.4,-5.6,-0.9,0.0,11.33,14.8,6.0
2019-02-19,대구,5.6,0.7,3.6,21.6,2.71,16.6,7.2
2019-02-19,부산,10.3,3.0,5.7,32.0,4.63,14.8,9.4
2019-02-19,서울,4.7,-2.5,0.5,5.1,5.72,13.2,7.7
2019-02-19,인천,4.6,-0.5,1.0,5.0,6.99,18.0,11.0
2019-02-20,대구,7.3,-1.5,2.3,0.0,13.73,23.1,14.2
2019-02-20,부산,8.8,-0.6,3.4,0.0,15.49,23.4,15.2
2019-02-20,서울,4.4,-3.0,0.3,0.0,10.14,19.9,10.2
2019-02-20,인천,3.6,-0.9,1.5,0.0,11.21,21.7,14.1
2019-02-21,대구,9.6,-3.2,2.4,0.0,16.62,9.9,5.7
2019-02-21,부산,9.4,-3.9,3.2,0.0,14.3,9.7,7.1
2019-02-21,서울,6.5,-5.2,-0.4,0.0,15.78,13.4,5.8
2019-02-21,인천,4.8,-3.8,0.1,0.0,15.9,13.0,6.6
2019-02-22,대구,11.1,0.7,4.9,0.0,11.82,7.8,5.1
2019-02-22,부산,11.4,-0.8,5.2,0.0,11.16,10.5,7.0
2019-02-22,서울,9.6,-4.0,1.1,0.0,15.08,13.2,5.7
2019-02-22,인천,6.8,-4.4,0.6,0.0,15.04,15.6,8.0
2019-02-23,대구,12.2,-0.9,5.3,0.0,14.0,15.1,7.8
2019-02-23,부산,11.4,0.6,5.9,0.0,12.65,22.7,11.7
2019-02-23,서울,11.8,-3.0,3.1,0.0,14.99,14.5,8.0
2019-02-23,인천,11.4,-2.3,2.8,0.0,14.9,12.3,7.6
2019-02-24,대구,14.1,-0.2,6.1,0.0,17.18,15.1,7.2
2019-02-24,부산,12.2,-1.4,5.5,0.0,17.38,15.5,6.9
2019-02-24,서울,10.8,-3.2,1.8,0.0,16.41,17.8,9.2
2019-02-24,인천,8.1,-2.1,2.3,0.0,16.55,13.0,9.0
2019-02-25,대구,14.0,-0.4,6.9,0.0,17.08,10.2,8.5
2019-02-25,부산,14.4,1.1,7.0,0.0,17.43,15.1,9.0
2019-02-25,서울,8.8,-1.9,2.4,0.0,14.12,13.6,6.8
2019-02-25,인천,6.6,0.1,3.1,0.0,14.51,15.7,8.2
2019-02-26,대구,12.8,-0.9,5.9,0.0,17.46,14.0,8.5
2019-02-26,부산,13.4,2.1,7.8,0.0,15.94,12.0,7.5
2019-02-26,서울,8.8,-4.8,1.5,0.0,16.72,10.8,6.3
2019-02-26,인천,5.8,-4.2,1.1,0.0,16.76,10.9,6.5
2019-02-27,대구,11.1,5.4,7.9,0.4,6.44,14.1,7.2
2019-02-27,부산,12.1,6.2,8.9,0.1,10.43,14.2,8.9
2019-02-27,서울,11.2,0.8,4.6,0.0,14.6,14.3,6.8
2019-02-27,인천,9.2,0.3,4.2,0.0,14.35,14.2,7.3
2019-02-28,대구,13.9,1.4,7.9,0.3,15.38,10.8,6.8
2019-02-28,부산,13.8,2.2,8.2,1.0,14.7,13.1,7.2
2019-02-28,서울,10.4,-0.1,4.1,0.0,15.68,16.3,7.1
2019-02-28,인천,8.8,-2.7,2.8,0.0,15.63,15.8,8.5
2019-03-01,대구,14.0,-0.5,6.7,0.0,18.1,12.6,9.1
2019-03-01,부산,13.7,2.2,7.6,0.0,18.09,11.7,7.8
2019-03-01,서울,11.2,-2.2,3.3,0.0,17.23,17.7,6.9
2019-03-01,인천,8.6,-0.3,3.0,0.0,17.33,14.3,7.7
2019-03-02,대구,14.9,3.1,8.6,0.0,16.2,14.8,5.8
2019-03-02,부산,12.6,3.3,8.0,0.0,13.09,16.8,9.8
2019-03-02,서울,12.1,-3.6,4.1,0.0,17.0,11.2,6.7
2019-03-02,인천,11.1,-3.3,3.7,0.0,16.83,11.3,6.7
2019-03-03,대구,15.2,2.2,9.1,0.0,12.79,14.2,8.0
2019-03-03,부산,12.9,6.4,9.4,0.9,11.98,16.6,10.6
2019-03-03,서울,12.9,-2.8,5.6,0.0,14.85,9.4,6.4
2019-03-03,인천,11.9,-2.0,5.6,0.0,14.41,14.3,8.6
2019-03-04,대구,16.2,5.5,10.2,0.1,14.58,15.6,6.8
2019-03-04,부산,15.0,6.2,9.5,0.8,14.64,13.9,8.8
2019-03-04,서울,13.3,3.1,6.8,0.0,16.24,15.4,7.0
2019-03-04,인천,9.8,2.0,5.8,0.0,16.39,13.6,8.2
2019-03-05,대구,16.2,4.3,10.1,0.0,14.54,10.5,6.0
2019-03-05,부산,14.2,2.5,8.8,0.0,15.2,13.4,5.9
2019-03-05,서울,12.6,0.1,5.5,0.0,14.94,16.6,8.1
2019-03-05,인천,10.8,1.5,5.8,0.0,14.75,15.8,10.2
2019-03-06,대구,14.5,6.6,9.5,1.1,10.41,10.2,3.8
2019-03-06,부산,10.1,4.4,8.0,3.3,5.24,8.4,5.3
2019-03-06,서울,10.6,1.9,6.0,0.6,13.24,13.0,6.9
2019-03-06,인천,8.6,2.5,5.5,0.7,15.47,14.7,9.0
2019-03-07,대구,13.7,2.0,7.5,0.1,15.52,18.8,9.7
2019-03-07,부산,12.9,3.0,7.3,0.1,17.48,16.9,10.2
2019-03-07,서울,12.4,-1.0,4.7,0.0,16.29,23.9,10.4
2019-03-07,인천,9.4,-0.2,4.5,0.0,17.28,25.2,14.4
2019-03-08,대구,15.5,1.2,7.7,0.0,19.33,11.6,6.9
2019-03-08,부산,12.6,0.9,7.3,0.0,17.59,14.2,8.0
2019-03-08,서울,10.3,-3.9,2.7,0.0,18.55,16.0,7.3
2019-03-08,인천,7.8,-1.9,3.0,0.0,18.65,13.4,7.8
2019-03-09,대구,16.9,3.1,9.4,0.0,15.84,14.1,7.1
2019-03-09,부산,14.0,2.7,9.0,0.0,15.2,14.8,7.9
2019-03-09,서울,10.1,-3.8,3.2,0.0,12.68,9.6,5.4
2019-03-09,인천,9.0,-3.5,3.3,0.0,13.42,9.4,5.8
2019-03-10,대구,9.4,5.3,7.6,13.9,2.69,13.3,7.3
2019-03-10,부산,8.9,6.2,7.8,23.8,2.05,20.9,12.2
2019-03-10,서울,13.9,2.5,6.9,0.0,9.61,9.4,7.1
2019-03-10,인천,13.9,2.8,7.2,0.0,9.94,16.0,9.7
2019-03-11,대구,14.3,-0.2,7.1,1.3,16.05,17.9,9.1
2019-03-11,부산,13.4,-0.3,7.1,0.0,18.64,16.1,9.3
2019-03-11,서울,10.1,-0.1,4.3,0.1,14.57,17.1,8.9
2019-03-11,인천,7.2,-0.3,3.8,0.7,13.06,14.9,8.3
2019-03-12,대구,14.6,0.7,7.4,1.6,17.72,25.7,15.9
2019-03-12,부산,12.4,3.1,7.6,1.2,18.9,24.9,14.2
2019-03-12,서울,8.4,-1.2,2.7,0.8,9.6,24.9,14.3
2019-03-12,인천,8.3,1.0,3.9,0.2,10.47,29.4,17.8
2019-03-13,대구,9.2,-2.0,3.3,0.0,16.61,30.5,18.2
2019-03-13,부산,9.4,-2.0,3.5,0.0,16.85,29.3,16.9
2019-03-13,서울,7.3,-2.8,1.7,0.0,18.21,30.0,17.2
2019-03-13,인천,6.2,1.5,3.4,0.8,18.25,32.9,24.9
2019-03-14,대구,12.3,-3.3,4.6,0.2,19.82,18.8,9.1
2019-03-14,부산,10.9,-1.0,4.5,0.0,19.98,17.1,10.2
2019-03-14,서울,7.7,-4.0,2.0,3.2,14.71,12.3,7.3
2019-03-14,인천,7.7,-3.3,3.0,1.6,15.17,16.3,9.6
2019-03-15,대구,12.1,1.4,5.9,3.4,15.81,19.0,9.8
2019-03-15,부산,11.6,1.1,5.6,1.9,15.59,20.3,9.9
2019-03-15,서울,9.4,-1.6,2.9,3.6,11.69,21.8,8.0
2019-03-15,인천,8.8,-0.2,3.8,1.2,11.54,26.9,10.6
2019-03-16,대구,13.2,-1.0,5.6,0.0,17.39,21.1,11.6
2019-03-16,부산,11.4,0.0,5.2,0.0,17.78,21.3,13.4
2019-03-16,서울,8.0,-4.0,2.3,0.0,16.6,18.1,9.1
2019-03-16,인천,7.0,-2.9,2.8,0.0,18.16,17.9,9.8
2019-03-17,대구,13.4,-0.6,6.3,0.0,20.17,21.4,11.4
2019-03-17,부산,13.2,0.2,6.6,0.0,20.86,17.6,10.0
2019-03-17,서울,10.4,-0.3,3.9,0.0,18.84,18.3,9.0
2019-03-17,인천,8.4,2.0,5.0,0.0,19.29,19.5,9.5
2019-03-18,대구,14.7,2.8,8.4,0.0,14.82,13.2,7.1
2019-03-18,부산,12.9,3.5,8.6,0.0,13.49,17.8,9.2
2019-03-18,서울,11.4,-3.4,3.7,0.0,16.6,14.2,7.3
2019-03-18,인천,9.6,-0.3,4.8,0.0,16.21,12.3,7.6
2019-03-19,대구,20.3,3.6,11.6,0.0,20.42,16.8,10.2
2019-03-19,부산,19.5,3.9,11.5,0.0,20.77,14.8,7.5
2019-03-19,서울,14.7,-0.3,7.0,0.0,19.3,14.7,7.9
2019-03-19,인천,12.8,1.0,6.9,0.0,19.25,13.4,9.6
2019-03-20,대구,19.4,7.3,12.8,4.8,10.01,12.6,7.4
2019-03-20,부산,16.4,6.7,11.8,13.5,10.36,22.3,9.4
2019-03-20,서울,16.0,2.7,8.8,8.9,7.95,15.1,10.0
2019-03-20,인천,15.4,4.8,9.4,11.5,7.01,14.9,10.4
2019-03-21,대구,16.5,5.6,12.9,2.4,12.87,26.6,19.9
2019-03-21,부산,19.1,9.6,14.5,11.0,17.51,31.0,18.5
2019-03-21,서울,10.6,0.7,7.3,2.4,13.28,30.0,17.6
2019-03-21,인천,9.2,2.1,7.0,1.4,16.07,35.5,22.0
2019-03-22,대구,11.2,1.5,5.6,0.0,20.87,17.8,13.5
2019-03-22,부산,12.6,2.1,7.3,0.0,21.28,24.0,11.4
2019-03-22,서울,7.4,-2.8,2.1,0.0,20.84,21.8,14.7
2019-03-22,인천,7.5,-1.2,2.9,0.0,20.91,24.3,19.4
2019-03-23,대구,11.5,0.5,4.9,0.1,18.03,29.5,14.7
2019-03-23,부산,11.4,1.7,5.5,0.0,19.88,21.6,15.2
2019-03-23,서울,7.6,-3.5,1.9,1.8,14.98,29.0,13.9
2019-03-23,인천,7.7,-2.4,3.3,1.8,16.19,31.6,16.9
2019-03-24,대구,12.8,-3.2,4.9,0.0,22.09,15.3,10.6
2019-03-24,부산,10.2,-1.7,4.6,0.0,22.29,18.9,11.8
2019-03-24,서울,7.5,-3.8,1.9,0.0,21.12,23.1,11.3
2019-03-24,인천,6.7,-2.0,3.5,0.0,21.09,23.5,14.7
2019-03-25,대구,15.3,-0.1,7.0,0.0,18.13,11.0,7.3
2019-03-25,부산,11.4,-0.1,6.1,0.0,15.64,15.0,9.3
2019-03-25,서울,11.7,-0.9,5.1,0.0,15.6,26.0,13.9
2019-03-25,인천,11.2,1.8,6.3,0.0,18.81,28.7,18.5
2019-03-26,대구,18.5,2.4,10.7,0.0,21.71,23.2,11.8
2019-03-26,부산,18.6,1.8,10.5,0.0,21.79,20.0,9.2
2019-03-26,서울,14.7,2.6,8.0,0.0,19.2,15.3,7.6
2019-03-26,인천,11.6,4.7,7.7,0.0,19.85,14.3,8.9
2019-03-27,대구,22.9,6.3,14.1,0.0,20.3,24.2,14.6
2019-03-27,부산,16.7,5.1,11.7,0.0,21.55,29.2,17.2
2019-03-27,서울,15.1,4.0,8.8,0.0,17.67,31.3,16.3
2019-03-27,인천,13.8,5.4,9.0,0.0,18.81,32.6,19.6
2019-03-28,대구,20.6,7.3,12.4,0.0,19.53,18.5,7.9
2019-03-28,부산,14.4,6.8,10.8,0.2,15.8,17.3,8.8
2019-03-28,서울,13.1,1.2,7.0,0.0,18.32,15.9,8.1
2019-03-28,인천,10.9,2.8,6.7,0.0,19.75,19.5,12.2
2019-03-29,대구,18.9,6.6,12.8,0.0,21.34,16.6,7.3
2019-03-29,부산,16.0,6.8,11.7,0.1,15.96,15.6,7.3
2019-03-29,서울,12.4,3.8,7.2,0.0,21.24,17.2,8.3
2019-03-29,인천,9.8,4.2,6.7,0.1,21.3,17.3,10.7
2019-03-30,대구,15.3,4.2,9.3,2.3,17.04,27.3,17.0
2019-03-30,부산,15.6,4.6,10.5,0.8,17.15,24.5,13.1
2019-03-30,서울,8.6,1.6,4.2,6.2,11.79,32.4,15.7
2019-03-30,인천,8.4,1.9,4.6,5.6,14.31,39.7,19.7
2019-03-31,대구,11.0,2.7,6.0,0.0,17.32,26.6,20.3
2019-03-31,부산,11.8,2.8,6.4,0.0,21.65,23.4,18.6
2019-03-31,서울,7.7,0.4,3.6,0.0,11.84,25.1,18.1
2019-03-31,인천,6.8,1.7,4.2,0.0,13.66,40.0,25.2
2019-04-01,대구,11.3,-1.5,5.3,0.1,20.92,32.2,16.3
2019-04-01,부산,11.3,-0.9,5.3,0.0,21.55,27.4,14.5
2019-04-01,서울,9.1,-1.2,3.5,0.0,20.47,21.7,12.4
2019-04-01,인천,8.0,2.6,5.3,0.0,20.94,20.2,15.9
2019-04-02,대구,13.9,-1.6,6.7,0.0,23.26,20.9,11.1
2019-04-02,부산,13.0,-0.8,6.4,0.0,23.5,18.6,9.2
2019-04-02,서울,11.2,-0.8,4.6,0.0,21.78,23.2,11.0
2019-04-02,인천,8.9,3.2,5.9,0.0,22.25,26.9,14.9
2019-04-03,대구,15.1,1.5,8.1,0.0,23.49,17.1,10.7
2019-04-03,부산,13.7,-0.4,7.1,0.0,23.63,18.2,9.0
2019-04-03,서울,11.5,-0.7,5.5,0.0,22.38,22.3,10.5
2019-04-03,인천,9.2,0.1,6.0,0.0,22.56,19.9,12.6
2019-04-04,대구,20.1,1.6,10.6,0.0,23.38,19.8,12.2
2019-04-04,부산,16.2,1.6,9.1,0.0,23.58,19.7,13.2
2019-04-04,서울,13.1,-0.2,6.7,0.0,22.13,26.1,15.3
2019-04-04,인천,11.9,3.7,7.5,0.0,22.24,29.0,18.1
2019-04-05,대구,21.4,7.4,14.1,0.0,22.3,27.3,15.7
2019-04-05,부산,18.4,6.4,12.5,0.0,22.69,20.2,13.4
2019-04-05,서울,15.0,5.4,9.7,0.0,21.25,25.3,16.5
2019-04-05,인천,12.4,6.8,9.2,0.0,21.91,28.3,20.9
2019-04-06,대구,23.5,4.3,14.1,0.0,22.98,18.6,9.4
2019-04-06,부산,18.0,5.2,11.9,0.0,23.25,15.9,9.2
2019-04-06,서울,14.4,3.5,8.4,5.2,13.06,14.3,6.6
2019-04-06,인천,13.2,2.8,8.2,5.0,11.79,19.9,8.8
2019-04-07,대구,18.7,8.7,13.8,0.1,8.74,15.2,6.2
2019-04-07,부산,15.9,6.6,11.4,3.8,11.42,16.3,8.2
2019-04-07,서울,17.8,1.8,9.9,0.0,21.81,13.9,8.0
