col_001,col_002,col_003,col_004,col_005,col_006,col_007,col_008,col_009,col_010,col_011,col_012,col_013,col_014,col_015,col_016,col_017,col_018,col_019,col_020,col_021,col_022,col_023,col_024,col_025,col_026,col_027,col_028,col_029,col_030,col_031,col_032,col_033,col_034,col_035,col_036,col_037,col_038,col_039,col_040,col_041,col_042,col_043,col_044,col_045,col_046,col_047,col_048,col_049,col_050,col_051,col_052,col_053,col_054,col_055,col_056,col_057,col_058,col_059,col_060,col_061,col_062,col_063,col_064,col_065,col_066,col_067,col_068,col_069,col_070,col_071,col_072,col_073,col_074,col_075,col_076,col_077,col_078,col_079,col_080,col_081,col_082,col_083,col_084,col_085,col_086,col_087,col_088,col_089,col_090,col_091,col_092,col_093,col_094,col_095,col_096,col_097,col_098,col_099,col_100,col_101,col_102,col_103,col_104,col_105,col_106,col_107,col_108,col_109,col_110,col_111,col_112,col_113,col_114,col_115,col_116,col_117,col_118,col_119,col_120,col_121,col_122,col_123,col_124,col_125,col_126,col_127,col_128,col_129,col_130,col_131,col_132,col_133,col_134,col_135,col_136,col_137,col_138,col_139,col_140,col_141,col_142,col_143,col_144,col_145,col_146,col_147,col_148,col_149,col_150,col_151,col_152,col_153,col_154,col_155,col_156,col_157,col_158,col_159,col_160,col_161,col_162,col_163,col_164,col_165,col_166,col_167,col_168
양수,PSH,566.13974406,0,0,0,0,0,411.71375948,0,9.30260092,987.1561044599999,299.6370850094996,,양수,PSH,690.2370311899999,0,0,0,0,0,229.95727315,0,8.52052329,928.71482763,287.657980411624,,양수,PSH,691.4455973899999,0,0.027145959999999997,0,0,0,75.78531157,0,9.81189754,777.0699524600001,226.68475618634673,,양수,PSH,572.66764599,0,0.6457170600000001,0,0,0,51.39546049,0,8.56710781,633.2759313500001,238.35973732349194,,양수,PSH,426.3697897,0,0,0,0,0,55.33584348,0,9.08161775,490.78725093,167.59679016769715,,양수,PSH,379.22632088,0,0,0,0,0,77.87837997,0,8.48465743,465.58935828,168.9000053204511,,양수,PSH,471.4945055,0,0,0,0,0,358.46611589,0,8.902436810000001,838.8630582000001,293.30253411258724,,양수,PSH,738.1274783900001,0,0.15634202,0,0,0,489.30946697,0,8.91086001,1236.50414739,376.91283424615034,,양수,PSH,836.4034854500001,0,0,0,0,0,163.25535028000002,0,19.83965329,1019.49848902,323.4167174729813,,양수,PSH,930.4227300499999,0,0,0,0,0,66.27619098,0,22.205578340000002,1018.9044993699999,315.4267284889232,,양수,PSH,869.42906524,0,0,0,0,0,96.88632209,0,21.72523337,988.0406207000001,317.03764520188656,,양수,PSH,496.31449079000004,0,0,0,0,0,365.87464712,0,39.49259884,901.68173675,288.68635271717955,
연료전지,Fuel Cell,665.10936282,0,0,0,0,0,0,0,0,665.10936282,151.18683358775345,,연료전지,Fuel Cell,780.1591838,0,0,0,0,0,0,0,0,780.1591838,193.4213818982179,,연료전지,Fuel Cell,871.9687572900001,0,0,0,0,0,0,0,0,871.9687572900001,191.82690009629133,,연료전지,Fuel Cell,902.7867744299999,0,0,0,0,0,0,0,0,902.7867744299999,200.54941762377194,,연료전지,Fuel Cell,648.9532507700001,0,0,0,0,0,0,0,0,648.9532507700001,138.3762590212142,,연료전지,Fuel Cell,521.90972966,0,0,0,0,0,0,0,0,521.90972966,127.7021781478164,,연료전지,Fuel Cell,634.2095474500001,0,0,0,0,0,0,0,0,634.2095474500001,148.83530131104908,,연료전지,Fuel Cell,833.12378622,0,0,0,0,0,0,0,0,833.12378622,192.06290780605588,,연료전지,Fuel Cell,969.09899636,0,0,0,0,0,0,0,0,969.09899636,228.90799236525567,,연료전지,Fuel Cell,1095.68767744,0,0,0,0,0,0,0,0,1095.68767744,248.652420533123,,연료전지,Fuel Cell,1048.4754489,0,0,0,0,0,0,0,0,1048.4754489,238.80522302479469,,연료전지,Fuel Cell,763.16311318,0,0,0,0,0,0,0,0,763.16311318,158.9600001071269,
IGCC,IGCC,285.51989617,0,0,0,0,0.028323789999994915,0,0,0,285.54821996,151.38444226252034,,IGCC,IGCC,320.46177219000003,0,0,0,0,0.024692639999993844,0,0,0,320.48646483,194.89291503342324,,IGCC,IGCC,366.03398942,0,0,0,0,0.028661530000026688,0,0,0,366.06265095000003,191.78291616462545,,IGCC,IGCC,252.23384743999998,0,0,0,0,0.018841240000001563,0,0,0,252.25268868,201.03885805889536,,IGCC,IGCC,8.05613364,0,0,0,0,0.0008704499999998916,0,0,0,8.05700409,138.99150907046706,,IGCC,IGCC,119.46950019,0,0.08530172999999999,0,0,0.014108660000001692,2.5729255,0,0.01120591,122.15304199,130.00878573769074,,IGCC,IGCC,277.94171766,0,0.87486645,0,0,0.028361640000002807,27.10450652,0,0.00154599,305.95099826,161.9856385491327,,IGCC,IGCC,368.33307645,0,3.74281943,0,0,0.029158989999996266,36.488079750000004,0,0.00020195,408.59333657,210.41344625163063,,IGCC,IGCC,312.79672565,0,0,0.11480370000000001,64.55295918,0.020337480000016513,15.7846896,0,0.00456519,393.27408080000004,290.3699626535843,,IGCC,IGCC,186.9372652,0,0,0,2.27866901,0.011641339999951015,3.2209436399999998,0,0.09742235,192.54594153999997,248.35916807943164,,IGCC,IGCC,0,0,0,0,0,0,0,0,0,0,0,,IGCC,IGCC,220.02467241,0,0,0,4.23643372,0.021104080000004615,24.53187245,0,0.01030276,248.82438542,177.04325911940117,
태양광,Photovoltaic,811.2505241,0,0,0,0,0,0,0,0,811.2505241,149.90326313419595,,태양광,Photovoltaic,1229.89825269,0,0,0,0,0,0,0,0,1229.89825269,195.07797992854503,,태양광,Photovoltaic,1318.57708705,0,0,0,0,0,0,0,0,1318.57708705,193.79026533543586,,태양광,Photovoltaic,1744.58139097,0,0,0,0,0,0,0,0,1744.58139097,197.43190596890534,,태양광,Photovoltaic,1394.77860846,0,0,0,0,0,0,0,0,1394.77860846,139.28727166919103,,태양광,Photovoltaic,949.05808185,0,0,0,0,0,0,0,0,949.05808185,131.68584375805088,,태양광,Photovoltaic,1180.80261155,0,0,0,0,0,0,0,0,1180.80261155,158.6359804378012,,태양광,Photovoltaic,1367.18628839,0,0,0,0,0,0,0,0,1367.18628839,212.10687410897285,,태양광,Photovoltaic,1706.09309538,0,0,0,0,0,0,0,0,1706.09309538,244.02003986284922,,태양광,Photovoltaic,2082.45669992,0,0,0,0,0,0,0,0,2082.45669992,266.3595776993028,,태양광,Photovoltaic,1473.03579669,0,0,0,0,0,0,0,0,1473.03579669,250.08494635558566,,태양광,Photovoltaic,726.45367836,0,0,0,0,0,0,0,0,726.45367836,163.43254766901083,
풍력,Wind,555.89433747,0,0,0,0,0,0,0,0,555.89433747,161.32430348575642,,풍력,Wind,798.1740011400001,0,0,0,0,0,0,0,0,798.1740011400001,196.54222684408873,,풍력,Wind,596.79233891,0,0,0,0,0,0,0,0,596.79233891,197.48767076454772,,풍력,Wind,532.81861414,0,0,0,0,0,0,0,0,532.81861414,206.15523426760936,,풍력,Wind,367.92541346999997,0,0,0,0,0,0,0,0,367.92541346999997,151.085523167871,,풍력,Wind,347.80182871,0,0,0,0,0,0,0,0,347.80182871,139.09689376050844,,풍력,Wind,228.30811651,0,0,0,0,0,0,0,0,228.30811651,168.77568893933645,,풍력,Wind,486.08339467999997,0,0,0,0,0,0,0,0,486.08339467999997,207.3574277050959,,풍력,Wind,524.43728667,0,0,0,0,0,0,0,0,524.43728667,232.0324748315136,,풍력,Wind,625.53524534,0,0,0,0,0,0,0,0,625.53524534,247.80028763669696,,풍력,Wind,604.7061583899999,0,0,0,0,0,0,0,0,604.7061583899999,237.72985563152125,,풍력,Wind,757.59575526,0,0,0,0,0,0,0,0,757.59575526,169.01258733028396,
수력,Hydro,302.42559224999997,0,0,0,0,0,36.932174100000005,0,0.8232587100000001,340.18102506,181.77773562197825,,수력,Hydro,338.06379816000003,0,0,0,0,0,25.499337909999998,0,0.71133116,364.27446723,220.70250223198857,,수력,Hydro,406.22945352000005,0,0,0,0,0,8.85258911,0,0.68393826,415.76598089,201.01738443901655,,수력,Hydro,417.51688429,0,0,0,0,0,5.5417073100000005,0,0.60384945,423.66244105,209.0823903417457,,수력,Hydro,342.62678966,0,0,0,0,0,6.78560007,0,0.67320735,350.08559708,145.48641895836855,,수력,Hydro,370.81775797,0,0,0,0,0,13.391745969999999,0,1.21735757,385.42686151000004,139.86827326756702,,수력,Hydro,622.7007294800001,0,0,0,0,0,61.34341084,0,1.3145893100000001,685.35872963,174.24941232215917,,수력,Hydro,1385.8178774100002,0,0,0,0,0,109.63758023,0,1.04523938,1496.5006970200002,218.3753054312074,,수력,Hydro,1118.45760314,0,0,0,0,0,32.87614529,0,3.0061037099999997,1154.33985214,240.41587070045637,,수력,Hydro,658.2865202300001,0,0,0,0,0,7.96817138,0,4.18869747,670.4433890799999,270.81732957595165,,수력,Hydro,537.03431224,0,0,0,0,0,16.07570739,0,3.72943397,556.8394536,266.50248030608753,,수력,Hydro,313.04664713,0,0,0,0,0,42.565907450000005,0,7.408512839999999,363.02106742,186.32471113476856,
해양에너지,Marine,58.164154360000005,0,0,0,0,0,0,0,0,58.164154360000005,149.90074303437305,,해양에너지,Marine,66.42319196,0,0,0,0,0,0,0,0,66.42319196,193.36214603157336,,해양에너지,Marine,52.66418292,0,0,0,0,0,0,0,0,52.66418292,194.08812184554645,,해양에너지,Marine,75.98103757,0,0,0,0,0,0,0,0,75.98103757,202.56637205455382,,해양에너지,Marine,52.54829482,0,0,0,0,0,0,0,0,52.54829482,138.0382226158383,,해양에너지,Marine,28.49190927,0,0,0,0,0,0,0,0,28.49190927,125.54566735072511,,해양에너지,Marine,51.90186233,0,0,0,0,0,0,0,0,51.90186233,145.31947790624085,,해양에너지,Marine,71.84130054,0,0,0,0,0,0,0,0,71.84130054,186.8689820534649,,해양에너지,Marine,88.39173857,0,0,0,0,0,0,0,0,88.39173857,221.58683697588125,,해양에너지,Marine,96.79425721,0,0,0,0,0,0,0,0,96.79425721,243.77529703839014,,해양에너지,Marine,82.09113547999999,0,0,0,0,0,0,0,0,82.09113547999999,234.24441218371572,,해양에너지,Marine,57.986702859999994,0,0,0,0,0,0,0,0,57.986702859999994,158.9600001448118,
바이오가스,Biogas,50.67977845,0,0,0,0,0,0,0,0,50.67977845,151.99508732143374,,바이오가스,Biogas,57.95749995,0,0,0,0,0,0,0,0,57.95749995,194.3900160029539,,바이오가스,Biogas,41.09877864,0,0,0,0,0,0,0,0,41.09877864,192.04323522420282,,바이오가스,Biogas,66.08105475,0,0,0,0,0,0,0,0,66.08105475,200.80398680281496,,바이오가스,Biogas,51.021698969999996,0,0,0,0,0,0,0,0,51.021698969999996,139.3419179929032,,바이오가스,Biogas,37.09894853,0,0,0,0,0,0,0,0,37.09894853,128.31651664512705,,바이오가스,Biogas,49.41910197,0,0,0,0,0,0,0,0,49.41910197,149.58660617132125,,바이오가스,Biogas,63.63291005,0,0,0,0,0,0,0,0,63.63291005,193.1613360254593,,바이오가스,Biogas,34.33958793,0,0,0,0,0,0,0,0,34.33958793,233.48114744571217,,바이오가스,Biogas,52.0076476,0,0,0,0,0,0,0,0,52.0076476,248.90014618247082,,바이오가스,Biogas,77.73817686000001,0,0,0,0,0,0,0,0,77.73817686000001,238.8228890333543,,바이오가스,Biogas,54.42098908,0,0,0,0,0,0,0,0,54.42098908,159.2834108788857,
매립가스,LFG,26.75783924,0,0,0,0,0,0,0,0,26.75783924,151.99019706438864,,매립가스,LFG,31.90575264,0,0,0,0,0,0,0,0,31.90575264,192.59928066341882,,매립가스,LFG,31.62406952,0,0,0,0,0,0,0,0,31.62406952,191.866633143179,,매립가스,LFG,10.038817309999999,0,0,0,0,0,0,0,0,10.038817309999999,203.2908148347732,,매립가스,LFG,27.23485323,0,0,0,0,0,0,0,0,27.23485323,139.27234201036023,,매립가스,LFG,24.84919321,0,0,0,0,0,0,0,0,24.84919321,128.38283497862884,,매립가스,LFG,24.80068471,0,0,0,0,0,0,0,0,24.80068471,149.21035916281303,,매립가스,LFG,39.053455650000004,0,0,0,0,0,0,0,0,39.053455650000004,193.20175318683312,,매립가스,LFG,39.724707779999996,0,0,0,0,0,0,0,0,39.724707779999996,228.40095261150088,,매립가스,LFG,38.75499821,0,0,0,0,0,0,0,0,38.75499821,249.7981605953711,,매립가스,LFG,45.07617894,0,0,0,0,0,0,0,0,45.07617894,239.32643841662986,,매립가스,LFG,32.27692295,0,0,0,0,0,0,0,0,32.27692295,159.3350043093187,
바이오중유,Bio Heavy Oil,271.31272780999996,168.60381546,0.07693644,0,0,2.9041194700000776,88.93364197999999,0,0.15120787,531.9824490300001,403.5070847077026,,바이오중유,Bio Heavy Oil,223.48204169000002,106.01677539,0.00016584000000000002,0,0,0.6046452399999543,46.20432948,0,0.10139217,376.40934981,387.02687808053656,,바이오중유,Bio Heavy Oil,208.45739066000002,115.23896239,0.05762249,0,0,0.8793344499999876,17.09965106,0,0.10098563,341.83394668,376.88264152420106,,바이오중유,Bio Heavy Oil,281.51817400000004,129.27539263999998,0.52118282,0,0,2.5633458199999586,17.94334461,0,0.09853994999999999,431.91997984,382.9247289430352,,바이오중유,Bio Heavy Oil,362.73956284,146.99391901,4.06018726,0,0,16.58818060999998,20.62558669,0,0.11646917,551.12390558,409.8821236255463,,바이오중유,Bio Heavy Oil,212.62939227999996,181.37024044999998,1.21912765,0,0,13.778802860000068,19.407854999999998,0,0.01989937,428.42531761,428.7764919714209,,바이오중유,Bio Heavy Oil,278.39850819000003,200.89783988,1.7783987200000002,0,0,8.108126080000002,57.14122368,0,0.03111521,546.35521176,503.9948323244499,,바이오중유,Bio Heavy Oil,518.4324333099999,183.12917505000001,8.38423377,0,0,5.965221960000053,113.39435857000001,0,0.03355155,829.3389742100001,544.1220886236629,,바이오중유,Bio Heavy Oil,328.99003269,0,0,355.53901647,0.03410149,0.12653000000005704,48.763102239999995,0,1.38698127,734.8397641600001,527.7415774865163,,바이오중유,Bio Heavy Oil,275.55816509,0,0,263.40952143,0.11203018999999999,0.14104999999995926,20.05088494,0,0.96351559,560.23516724,519.5765553036402,,바이오중유,Bio Heavy Oil,330.50003243,0,0,314.88284682,0.00125994,0.013739999999888824,35.10978817,0,1.3213416599999999,681.82900902,500.22360145601,,바이오중유,Bio Heavy Oil,416.55671311,0,0,287.33000841,0.03583214,0.02290000000008149,103.04443089,0,3.69427341,810.6841579600001,533.4226512095145,
바이오매스,Biomass,578.62922194,0,0,0,0,0.0016848700000264216,0,0,0,578.63090681,150.05516249567623,,바이오매스,Biomass,832.6306623500001,0,0,0,0,0.002508620000007795,0,0,0,832.63317097,194.1708099118003,,바이오매스,Biomass,971.4096809199999,0,0,0,0,0.012975510000105715,0,0,0,971.4226564300001,191.8488763389046,,바이오매스,Biomass,986.34413742,0,0,0,0,0.08213277999995626,0,0,0,986.4262702,200.522760628826,,바이오매스,Biomass,855.3342223,0,0,0,0,0.08781255000008968,0,0,0,855.42203485,138.5202502071437,,바이오매스,Biomass,612.52285248,0,0,0,0,0.046468840000015915,0,0,0,612.56932132,127.92493517529432,,바이오매스,Biomass,844.0532961499999,0,0,0,0,0.061686380000028296,0,0,0,844.11498253,148.98311238689905,,바이오매스,Biomass,1337.16603664,0,0,0,0,0.08562720999994781,0,0,0,1337.2516638499999,192.42568575864402,,바이오매스,Biomass,1439.23461071,0,0,0,0,0.0909235200000694,0,0,0,1439.3255342300001,229.30828330179378,,바이오매스,Biomass,1794.81008653,0,0,0,0,0.08583810000011,0,0,0,1794.89592463,249.02716635496716,,바이오매스,Biomass,1643.29792226,0,0,0,0,0.09433711000019684,0,0,0,1643.3922593700001,238.7001647206363,,바이오매스,Biomass,1148.31144367,0,0,0,0,0.08668508000002476,0,0,0,1148.39812875,159.05545160580695,
부생가스,Off-Gas,69.53180774,0,0,0,0,0.04297214999999596,0,0,0,69.57477989,151.30005179665525,,부생가스,Off-Gas,110.36394682,0,0,0,0,0.03198855999999069,0,0,0,110.39593538,197.38173034715487,,부생가스,Off-Gas,82.5410174,0,0,0,0,0.03644956000000093,0,0,0,82.57746696,191.77990555540205,,부생가스,Off-Gas,96.65047877,0,0,0,0,0.03974332999998296,0,0,0,96.69022209999999,200.95007850785424,,부생가스,Off-Gas,51.167466700000006,0,0,0,0,0.03707942999999432,0,0,0,51.20454613,138.6371156618499,,부생가스,Off-Gas,37.741718399999996,0,0,0,0,0.02679818999999952,0,0,0,37.76851659,128.39939379014976,,부생가스,Off-Gas,48.22654892,0,0,0,0,0.025440889999999855,0,0,0,48.25198981,150.86338457730778,,부생가스,Off-Gas,136.83768584999999,0,0,0,0,0.017435010000008334,0,0,0,136.85512086,209.26266733142143,,부생가스,Off-Gas,113.63466186,0,0,0,0,0.019586360000012064,0,0,0,113.65424822000001,233.38315552533032,,부생가스,Off-Gas,291.67055674,0,0,0,0,0.022322380000005068,0,0,0,291.69287912,259.7577853657094,,부생가스,Off-Gas,107.33519466,0,0,0,0,0.033222509999995965,0,0,0,107.36841716999999,242.3623913717805,,부생가스,Off-Gas,79.00288599000001,0,0,0,0,0.04303897999999208,0,0,0,79.04592497,159.04659788134765,
폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,,폐가스,Waste Gas,0,0,0,0,0,0,0,0,0,0,0,
폐기물,Waste,118.21585646,0,0,0,0,0,0,0,0,118.21585646,155.22681633192371,,폐기물,Waste,144.86639365000002,0,0,0,0,0,0,0,0,144.86639365000002,196.1879504007266,,폐기물,Waste,165.65151903999998,0,0,0,0,0,0,0,0,165.65151903999998,193.80880149977276,,폐기물,Waste,177.67528245000003,0,0,0,0,0,0,0,0,177.67528245000003,204.7024292245569,,폐기물,Waste,127.82476343,0,0,0,0,0,0,0,0,127.82476343,150.09047492530294,,폐기물,Waste,115.94543555,0,0,0,0,0,0,0,0,115.94543555,134.39555236847238,,폐기물,Waste,150.9764411,0,0,0,0,0,0,0,0,150.9764411,155.39921271495624,,폐기물,Waste,181.98019766000002,0,0,0,0,0,0,0,0,181.98019766000002,204.98439500439616,,폐기물,Waste,193.95591874000002,0,0,0,0,0,0,0,0,193.95591874000002,227.55646354521352,,폐기물,Waste,225.99997372,0,0,0,0,0,0,0,0,225.99997372,248.8685301328387,,폐기물,Waste,206.82185517000002,0,0,0,0,0,0,0,0,206.82185517000002,238.32823739455245,,폐기물,Waste,142.68195552,0,0,0,0,0,0,0,0,142.68195552,162.6770702834657,
기타,Others,102.52831789,1.21921199,0,0,0,0.08251713000000109,9.299257599999999,0,0,113.12930461,168.66614138624365,,기타,Others,124.49643419,0.9187295799999999,0,0,0,0.07870179999999437,5.8206622800000005,0,0,131.31452785,205.38197918409216,,기타,Others,94.59284243000002,0.84655499,0,0,0,0.1898086999999987,2.25380877,0,0,97.88301489000001,198.48645764636893,,기타,Others,23.214221339999998,0,0,0,0,0,1.3239309499999998,0,0,24.53815229,212.0069507307982,,기타,Others,18.146223499999998,0.19119589,0,0,0,0.04275475000000007,1.1201066,0,0,19.500280739999997,148.70718261762457,,기타,Others,16.74127186,1.8066945300000001,0,0,0,0.2783468099999999,1.8100176,0,0,20.6363308,158.04786909704623,,기타,Others,18.09883209,1.66769123,0,0,0,0.39762327000000025,5.44503937,0,0,25.60918596,212.4286608183645,,기타,Others,28.57422368,1.93332368,0,0,0,0.5172722199999998,7.229362139999999,0,0,38.25418172,261.9460727132976,,기타,Others,28.29095596,0,0,1.7146771,0,0.37127416999999924,2.9735764000000002,0,0,33.35048363,273.39516046562903,,기타,Others,33.64382506,0,0,0.69273748,0,0.1351556099999999,1.5531317999999998,0,0,36.02484995,266.3880657974211,,기타,Others,32.36174008,0,0,0.34844137000000003,0,0.04839038000000016,2.27563006,0,0,35.03420189,260.11586047539123,,기타,Others,92.55055636000002,0,0,3.0361754100000002,0,0.0399960800000008,9.25261295,0,0,104.8793408,265.7390471659736,
RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,1378.33052,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,803.57569,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,1473.39677,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,2519.50284,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,3840.72104,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,3393.64511,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,13353.418230000001,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,1577.8159899999998,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,3349.5387699999997,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,2429.03336,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,1610.72068,0,,RPS의무이행비용,Renewable Portfolio Standard Payment,0,0,0,0,0,0,0,0,0,1845.3550500000001,0,
배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,3408.83812864,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,,배출권거래비용,Emission Trading Settlement Payment,0,0,0,0,0,0,0,0,0,0,0,
예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,2.43742526,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,3.67184707,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,3.63861222,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,4.2411788,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,5.50731378,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,3.74962961,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,5.44349589,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,5.69012067,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,6.928969059999999,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,9.17019271,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,7.54228353,0,,예측제도정산금,Power Demand Forecasting Payment,0,0,0,0,0,0,0,0,0,5.68955157,0,
합계,Total,54534.92543097,1380.85010022,1652.22174044,0,0,121.49125274999939,11457.031294920002,125.0068312,56.65171224999999,70708.94630800998,135.0028328034688,,합계,Total,59872.92405731,1738.5551826999997,2354.4039172000003,0,0,117.09133364999641,6746.674088920001,128.7727072,47.06273215,71812.73155619999,157.38136698865821,,합계,Total,63254.11967589002,1174.53017995,1987.0190634799999,0,0,126.68721147999995,2581.1350516,260.6443024,51.35319495999999,70912.52406198002,150.07082096543348,,합계,Total,57939.201671329996,1241.0179247699998,1955.28445059,0,0,103.96566807999879,1914.1527075399997,59.5639872,36.1728192,65773.10324751,153.22748152325397,,합계,Total,42181.48691226999,1257.0215534299998,991.34472339,0,0,144.30866700999945,1892.56698336,63.6353696,37.289584070000004,53822.72027555001,110.71621617524431,,합계,Total,42071.81417586,1648.1382797300002,956.64004849,0,0,171.24934569999914,2662.7997650400002,22.1892864,38.082949479999996,50968.30859031,108.17377145401933,,합계,Total,57977.702849910005,1757.8008991999998,1353.9799054500002,0,0,168.40984580999867,9241.295171889999,6.1130496,42.10055788,83906.26400563,138.36719524751084,,합계,Total,70222.0571791,2652.5925244299997,2390.3434573299996,0,0,241.40354198999302,12437.853029770002,0,42.45722747000001,89570.21307076002,175.39359844515963,,합계,Total,64590.86358999001,0,0,2461.9783221499997,1812.9342911099998,758.52510167,4839.187016830001,0,483.91735321000016,78303.87341402,175.6496861394988,,합계,Total,66166.28852387,0,0,2732.77159264,2082.95016596,739.3631419199972,2302.96460681,0,479.5501433399999,76942.09172724998,176.9595181507436,,합계,Total,67016.65090463999,0,0,2947.9622242699993,1421.5282772099997,776.0249860100015,3668.0183187400003,0,477.4021108400001,77925.84978524,177.11177476808425,,합계,Total,72539.03251305001,0,0,6175.38019631,280.88071225999994,686.9052354100006,11204.72682518,9.4712832,1181.2560853300001,93928.69745231002,176.0020555424708,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1) 해당 기간 동안 무연탄은 미세먼지 저감 및 온실가스 감축을 위해 가동이 제한되어 미소한 거래량만 발생한 반면, 가동 제한으로 인한 비상대기예비력정산금이 발생하였음. 이에 따라 타 기간에 비하여 정산단가가 높게 산출됨",,,,,,,,,,,,,
3-2-2. 기저·일반별 월간 항목별 전력거래금액(1월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(2월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(3월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(4월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(5월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(6월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(7월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(8월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(9월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(10월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(11월),,,,,,,,,,,,,,3-2-2. 기저·일반별 월간 항목별 전력거래금액(12월),,,,,,,,,,,,,
