col_001,col_002,col_003,col_004,col_005,col_006,col_007,col_008,col_009,col_010,col_011,col_012,col_013,col_014,col_015
20일,20th,114.22,129.35,132.29,125.88,128.68,129.19,129.15,159.75,156.12,96.62,118.99,128.99,
21일,21st,103.89,129.66,139.35,99.51,130.24,133.67,129.29,156.59,138.77,122.61,115.83,101.38,
22일,22nd,148.72,132.67,146.76,129.14,130.77,125.64,131.22,149.27,137.28,125,110.33,97.85,
23일,23rd,164.51,131.53,136.41,140.41,128.66,118.58,137.13,146.3,139.6,119.75,99.35,129.42,
24일,24th,163.41,107.26,112.2,139.11,129.68,127.68,135.79,137.87,133.81,115.82,94.69,126.58,
25일,25th,156.76,99.07,150,139.26,105.19,136.12,134.8,136.36,132.96,122.08,109.32,110.92,
26일,26th,155.93,135.41,149.27,138.42,101.37,123.72,143.26,146.01,135.77,97.79,122.76,121.4,
27일,27th,121.17,136.16,149.94,136.5,127.4,125.5,133.31,147.96,137.29,95.07,121.71,116.57,
28일,28th,92.29,136.02,147.73,99.55,133.1,127.01,133.13,142.7,129.23,122.93,126.14,92.19,
29일,29th,143.43,137.35,140.04,138.93,132.13,124.72,131.99,137.13,112.04,125.59,125.16,85.51,
30일,30th,150.99,0,134.25,134.31,137.43,122.04,131.97,138.91,131.17,107.08,104.36,118.73,
31일,31st,153.46,0,120.13,0,133.65,0,134.45,140.05,0,121.21,0,108.16,
가중평균,Weighted Average,138.06,119.53,134.47,126.09,126.36,125.99,132.49,145.86,138.85,117.24,112.22,116.6,
4-1-2. 일별 육지SMP,,,,,,,,,,,,,,
Main Land System Marginal Price by Day,,,,,,,,,,,,,,
구분,,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,[단위 : 원/kWh]
,,January,February,March,April,May,June,July,August,September,October,Novermber,December,[Unit : Won/kWh]
1일,1st,91.51,134.02,104.05,119.45,125.19,109.51,131.95,138.22,133.66,126.95,117.9,100.27,
2일,2nd,143.27,127,99.07,133.07,136.12,94.87,133.31,144.66,145.05,128.73,107.4,124.32,
3일,3rd,145.22,97.18,100.18,140.41,138.05,123.42,129.1,140.77,139.8,114.12,97.93,115.59,
4일,4th,137.29,92.26,130.21,141.69,139.52,130.72,128.74,137.83,138.95,114.36,116.79,124.86,
5일,5th,139.28,144.12,138.43,133.99,116.93,131.39,131.28,146.46,138.86,101.31,118.98,123,
6일,6th,115.07,137.69,142.25,107.75,131.83,133.13,131.15,153.32,141.55,90.59,114.81,117.24,
7일,7th,92.36,141.27,136.59,101.42,133.22,126.41,125.64,147.66,141.94,126.62,115.89,97.34,
8일,8th,147.34,105.37,134.51,128.6,134.12,128.05,135.96,148.91,135.58,125.44,118.9,87.96,
9일,9th,153.04,85.41,128.79,124.5,132.4,110.78,134.6,149.06,142.75,123.77,98.15,123.25,
10일,10th,148.37,82.41,124.66,129.34,127.23,125.96,133.78,143.75,149.94,122.49,98.14,129.2,
11일,11th,147.61,85.93,138.49,123.75,117.86,128.48,130.18,138.36,151.46,127.74,114.95,128.36,
12일,12th,141.63,87.58,150.47,109.42,99.04,134.29,131.24,148.62,153.33,104.85,113.49,129.52,
13일,13th,123.23,126.31,148.44,96.92,125.55,130.53,129.12,152.18,145.53,98.32,119.85,129.67,
14일,14th,85.11,130.38,143.28,106.62,130.07,133.02,123.13,149.66,146.57,126.37,122.38,100.41,
15일,15th,147.8,120.68,135.84,132.87,106.28,120.44,130.78,146.65,134.66,128.48,110.43,105.73,
16일,16th,148.42,123.82,136.04,133.54,125.32,113.32,131.76,147.72,127.85,126.25,88.88,131.87,
17일,17th,152.17,93.8,119.22,131.11,129.14,130.52,131.45,146.04,118.55,124.86,99.52,124.52,
18일,18th,147.06,91.56,137.26,127.61,122.91,135.69,133.49,140.72,129,126.98,105.96,129.39,
19일,19th,145.89,122.33,139.72,109.91,112.26,128.96,138.25,150.47,138.92,102.82,118.77,128.02,
20일,20th,114.21,129.37,132.18,125.86,128.7,129.18,129.12,159.76,156.19,96.62,118.99,128.94,
21일,21st,103.89,129.65,139.27,99.47,130.23,133.63,129.25,156.62,138.72,122.47,115.92,101.38,
22일,22nd,148.7,132.69,146.64,129.13,130.77,125.63,131.19,149.24,137.18,124.78,110.38,97.84,
23일,23rd,164.48,131.53,136.36,140.39,128.64,118.51,137.1,146.23,139.5,119.94,99.35,129.42,
24일,24th,163.39,107.17,112.21,139.08,129.68,127.68,135.76,137.8,133.5,116.12,94.66,126.51,
25일,25th,156.66,99.06,150,139.22,105.19,136.07,134.78,136.3,132.81,121.9,109.32,110.88,
26일,26th,155.69,135.17,149.27,138.37,101.37,123.62,143.25,145.96,135.7,97.45,122.76,121.42,
27일,27th,120.84,136.1,149.86,136.5,127.41,125.41,133.3,147.92,137.22,94.84,121.68,116.57,
28일,28th,92.05,135.97,147.72,99.55,133.08,126.96,133.1,142.69,129.14,122.79,126.14,92.19,
29일,29th,142.89,137.36,140.02,138.91,132.12,124.71,131.92,137.12,112.03,125.49,125.17,85.51,
30일,30th,150.7,0,134.18,134.27,137.41,122.03,131.9,138.9,131.12,107.08,104.27,118.73,
31일,31st,153.15,0,119.72,0,133.61,0,134.37,140,0,121.21,0,108.15,
가중평균,Weighted Average,137.91,119.49,134.4,125.9,126.35,125.99,132.46,145.79,138.78,117.2,112.26,116.58,
4-1-3. 일별 제주SMP,,,,,,,,,,,,,,
Jeju System Marginal Price by Day,,,,,,,,,,,,,,
구분,,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,[단위 : 원/kWh]
,,January,February,March,April,May,June,July,August,September,October,Novermber,December,[Unit : Won/kWh]
1일,1st,109.05,148.84,104.25,156.12,128.23,72.68,137.49,142.98,139.44,127.3,118.06,114.07,
2일,2nd,162.48,130.18,113.66,162.26,137.66,94.65,131.67,151.2,149.42,128.86,107.92,137.91,
3일,3rd,144.1,101.5,103.37,172.61,139.01,123.07,130.34,145.41,147.75,114.18,97.53,120.53,
4일,4th,146.56,92.68,153.57,151.83,142.23,121.35,131.87,144.66,144.14,114.61,116.5,128.07,
5일,5th,154.67,147.4,140.79,188.63,116.6,132.88,135.05,153.42,142.95,101.78,90.29,127.62,
6일,6th,123.21,141.02,145.79,179.36,134.38,134.64,132.83,161.89,147.3,90.95,72.31,117.97,
7일,7th,92.82,152.85,139.27,132.21,136.66,128,127.76,165.41,149.59,126.44,116.15,97.64,
8일,8th,166.61,115.24,133.32,163.32,140.59,128.55,136.28,157.15,143,126.07,119.35,87.43,
9일,9th,180.39,90.72,131.72,125.47,133.45,112.76,136.44,156.53,148.16,124.74,98.71,127.17,
10일,10th,160.17,81.19,134.53,130.5,129.1,127.26,138.05,153.74,153.35,124.42,103.24,134.29,
11일,11th,150.1,84.74,157.44,137.12,118.21,129.66,140.01,149.05,155.22,127.84,114.74,128.72,
12일,12th,157.81,95.79,149.73,136.22,99.15,136.87,140.27,164.09,159.06,104.94,113.18,130.41,
13일,13th,143.58,129.01,151.62,130.23,125.65,130.41,133.17,157.99,158.45,98.05,119.95,129.62,
14일,14th,122.04,133.25,160.41,117.13,134.99,133.3,123.56,161.19,149.23,127.53,123.03,100.7,
15일,15th,153.15,120.66,171.44,193.5,107.9,122,134.53,150.07,140.5,134.95,110.9,106.45,
16일,16th,167.24,127.13,136.62,143.12,124.18,118.6,132.45,152.04,133.87,132.95,90.66,137.1,
17일,17th,161.08,97.02,118.86,132.86,128.47,134.02,134.11,150.16,120.53,135.37,81.28,135.54,
18일,18th,159.63,91.65,135.98,128.25,123.7,135.59,136.75,145.26,150.4,133.97,88.37,123.65,
19일,19th,153.46,131.78,144.92,110.28,112.25,132.66,142.61,151.17,142.47,105.7,118.68,126.69,
20일,20th,114.89,127.58,141.63,127.59,127.4,130,132.09,158.62,151.01,96.72,119.12,133.34,
21일,21st,104.3,130.94,146.65,102.35,130.66,136.94,131.9,154.61,142.26,135.53,106.83,101.59,
22일,22nd,150.16,131.49,157.18,130.1,131.25,126.72,134.07,151.99,144.44,145.36,106.04,98.29,
23일,23rd,166.74,131.29,139.83,141.81,130.25,124.05,140.06,152.11,147.75,101.64,99.68,129.12,
24일,24th,164.69,114.72,111.67,141.79,129.93,127.79,138.84,143.27,158.88,86.36,97.37,132.85,
25일,25th,165.5,99.59,149.23,142.9,105.54,140.69,136.46,141.43,145.79,138.6,109.04,113.47,
26일,26th,176.59,155.77,149.39,142.96,101.43,132.53,143.62,149.97,141.67,128.11,122.54,119.5,
27일,27th,145.54,140.89,156.82,136.62,126.66,133.27,134.14,150.89,143.88,115.53,124.6,116.84,
28일,28th,109.18,140.93,148.23,99.39,134.14,130.96,135.32,143.86,137.14,135.87,126.67,92.36,
29일,29th,186.11,136.64,141.84,140.2,133.51,125.81,137.08,138.07,112.68,135.3,124.58,85.46,
30일,30th,176.71,0,140.57,137.43,138.78,123.18,137.27,140.13,135.79,107.17,111.38,118.81,
31일,31st,180.58,0,151.33,0,137.17,0,140.3,144.06,0,121.81,0,109.09,
가중평균,Weighted Average,150.67,122.34,140.61,141.72,127.09,126.41,135.55,151.27,145.1,120.62,108.66,118.18,
1) 제주SMP는 하루전에너지가격(하루전SMP)을 의미함,,,,,,,,,,,,,,
