col_001,col_002,col_003,col_004,col_005,col_006,col_007,col_008,col_009,col_010,col_011,col_012,col_013,col_014,col_015,col_016,col_017,col_018,col_019,col_020,col_021,col_022,col_023,col_024,col_025,col_026,col_027,col_028
통합SMP(원/kWh),Total SMP(Won/kWh),116.82,103.54,99.23,96.56,97.87,102.25,110.66,123.28,137.01,145.9,143.51,141.24,133.68,138.65,141.24,142.05,140.48,139.3,139.88,138.73,135.91,131.49,128.12,125.48,128.39,
육지SMP(원/kWh),Main Land SMP(Won/kWh),116.73,103.48,99.16,96.51,97.82,102.2,110.61,123.23,136.98,145.91,143.52,141.28,133.72,138.67,141.26,142.04,140.44,139.21,139.69,138.56,135.75,131.37,128,125.38,128.33,
제주SMP(원/kWh),Jeju SMP(Won/kWh)),124.37,109.22,104.61,100.93,101.5,106.6,115.02,127.65,139.2,145.24,142.09,138.03,130.93,136.56,139.81,143.02,144.12,146.91,155.59,152.78,148.2,140.87,138.14,134.27,133.46,
1-2-3. 요일별 전력시장가격,,,,,,,,,,,,,,,,,,,,,,,,,,,
System Marginal Price by Day,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분,,월요일,화요일,수요일,목요일,금요일,토요일,일요일,합계(가중평균),[단위 : 원/kWh],,,,,,,,,,,,,,,,,
,,Monday,Tuesday,Wednseday,Thursday,Friday,Saturday,Sunday,Total(Weighted Average),[Unit : Won/kWh],,,,,,,,,,,,,,,,,
통합SMP(원/kWh),Total SMP(Won/kWh),131.31,135.23,134.54,133.08,131.64,118.72,110.07,128.39,,,,,,,,,,,,,,,,,,
육지SMP(원/kWh),Main Land SMP(Won/kWh),131.21,135.17,134.49,133.04,131.57,118.65,110.01,128.33,,,,,,,,,,,,,,,,,,
제주SMP(원/kWh),Jeju SMP(Won/kWh)),139.25,140.72,139,136.71,137.7,124.45,115.05,133.46,,,,,,,,,,,,,,,,,,
1-2-4. 평휴일별 전력시장가격,,,,,,,,,,,,,,,,,,,,,,,,,,,
"System Marginal Price by Weekday, Weekend and Holiday",,,,,,,,,,,,,,,,,,,,,,,,,,,
구분,,평일,휴일,공휴일,합계(가중평균),[단위 : 원/kWh],,,,,,,,,,,,,,,,,,,,,
,,Weekday,Weekend,Holiday,Total(Weighted Average),[Unit : Won/kWh],,,,,,,,,,,,,,,,,,,,,
통합SMP(원/kWh),Total SMP(Won/kWh),133.97,114.94,114.53,128.39,,,,,,,,,,,,,,,,,,,,,,
육지SMP(원/kWh),Main Land SMP(Won/kWh),133.91,114.88,114.5,128.33,,,,,,,,,,,,,,,,,,,,,,
제주SMP(원/kWh),Jeju SMP(Won/kWh)),139.63,120.03,117.42,133.46,,,,,,,,,,,,,,,,,,,,,,
"1) 평일은 토요일, 일요일, 법정공휴일 및 임시공휴일을 제외한 날을 의미함",,,,,,,,,,,,,,,,,,,,,,,,,,,
2) 휴일은 토요일 및 일요일을 의미함(해당 요일의 법정공휴일 및 임시공휴일 포함),,,,,,,,,,,,,,,,,,,,,,,,,,,
3) 공휴일은 법정공휴일 및 임시공휴일을 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,
4) 제주SMP는 하루전에너지가격(하루전SMP)을 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,
